employee_id,first_name,last_name,gender,department,job_title,education_level,performance_rating,state,home_city,base_location,hiredate,birthdate,termination_date,overtime,salary,adjusted_salary
SD - 00150,Sana,Mirza,female,Software Development,Software Engineer,Bachelor,Meets,Telangana,Warangal,Pune,01-07-2023,24-02-1992,,No,1418135,1878318.766752511
SD - 00151,Tanuja,Mitra,female,Software Development,Backend Developer,Master,Meets,West Bengal,Durgapur,Kolkata,09-07-2016,12-02-1974,,Yes,2479546,4035698.044645799
SD - 00152,Dkhar,Wati,female,Software Development,Software Engineer,Master,Meets,Meghalaya,Shillong,Chennai,15-06-2022,05-10-1987,,No,1242432,1929776.9517425366
AD - 00153,Lucy,D'Cunha,female,Administration,Front Desk Officer,Diploma,Below,Goa,Margao,Bengaluru,13-06-2023,04-06-1992,,Yes,822133,930464.6069664955
OP - 00154,Vikas,Maurya,male,Operations,Logistics Coordinator,Diploma,Meets,Madhya Pradesh,Bhopal,Hyderabad,03-12-2019,16-11-1968,,No,829911,1033287.9648024088
SD - 00155,Bhavesh,Raval,male,Software Development,Principal Engineer,PhD,Meets,Gujarat,Vadodara,Pune,14-12-2022,29-12-1982,,No,756440,1323088.6372394725
SD - 00156,Archana,Thakur,female,Software Development,Angular Developer,Master,Below,Madhya Pradesh,Indore,Hyderabad,04-07-2020,17-04-1998,,No,2812712,4197438.242624803
SM - 00157,Prem,Panda,female,Sales & Marketing,Digital Marketer,Bachelor,Meets,Odisha,Sambalpur,Hyderabad,10-02-2015,27-02-1979,,Yes,1608162,2168243.9154757126
DA - 00158,Rohit,Panda,male,Data & Analytics,Business Intelligence Analyst,Master,Meets,Odisha,Sambalpur,Hyderabad,04-12-2019,04-11-1997,,Yes,1423045,2155356.9621846373
QA - 00159,Suresh,Jafri,male,Quality Assurance & Testing,QA Lead,Bachelor,Meets,Telangana,Nalgonda,Bengaluru,21-03-2022,24-01-1981,,Yes,1591940,2150648.5041458555
SD - 00160,Mamta,Rath,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Odisha,Cuttack,Kolkata,06-09-2023,04-08-1985,,No,2613397,3629297.5221002684
QA - 00161,Sowmya,Bhattacharjee,female,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Master,Meets,West Bengal,Durgapur,Bhubaneswar,27-03-2021,19-10-1972,11-03-2023,Yes,990428,1547670.287495419
CS - 00162,Radha,Bhatt,female,Cybersecurity,SOC Analyst,Bachelor,Meets,Uttarakhand,Haridwar,Hyderabad,21-08-2021,18-03-1976,,No,1284748,1740312.7156538374
DC - 00163,Poonam,Dwivedi,female,Delivery & Client Services,Account Delivery Lead,Master,Exceeds,Uttar Pradesh,Kanpur,Pune,17-09-2023,16-11-1982,,No,2449754,3765930.906621282
AI - 00164,Naveed,Das,male,AI & Machine Learning,GenAI Engineer,PhD,Meets,Telangana,Khammam,New Delhi,24-10-2023,17-09-1971,,No,2138729,3981309.3868523976
CS - 00165,Niraj,Singh,male,Cybersecurity,Chief Information Security Officer (CISO),Master,Meets,Bihar,Patna,Pune,10-04-2022,09-08-1977,,No,2341592,3865254.2982738987
SD - 00166,Bhavani,Sekar,female,Software Development,Embedded Systems Engineer,Master,Partial,Tamilnadu,Coimbatore,Hyderabad,06-07-2022,26-04-1984,,No,2659759,4080415.333811243
AI - 00167,Prakash,Pacheco,male,AI & Machine Learning,GenAI Engineer,PhD,Below,Goa,Margao,Kolkata,05-02-2022,09-01-1960,,Yes,1156545,2151096.056881688
SM - 00168,Ratan,Soren,male,Sales & Marketing,SEO Specialist,Bachelor,Exceeds,Jharkhand,Dhanbad,Kolkata,14-11-2022,26-11-1986,,Yes,2462639,3348159.601040508
CD - 00169,Lingaraj,Patnaik,male,Cloud & DevOps,Kubernetes Administrator,Bachelor,Partial,Odisha,Rourkela,Chennai,24-02-2023,26-02-1962,,Yes,2302053,3397639.0754696573
PS - 00170,Tetseo,Bhandari,male,Product & Strategy,Business Analyst,Bachelor,Meets,Nagaland,Dimapur,New Delhi,29-06-2021,04-01-1976,,No,568288,757079.122577793
CD - 00171,Anil,Maru,male,Cloud & DevOps,Cloud Security Architect,PhD,Exceeds,Gujarat,Vadodara,Bhubaneswar,29-03-2023,03-05-1986,,No,2059625,3723247.3422961077
DA - 00172,Sudhir,Kamble,male,Data & Analytics,Data Engineer,Bachelor,Meets,Goa,Panaji,Bhubaneswar,01-02-2017,19-03-1991,,No,438952,562849.6721929623
CSRV - 00173,Rashmi,Patil,female,Customer Service,CRM Specialist,Bachelor,Meets,Maharashtra,Mumbai,Pune,24-02-2018,12-06-1972,,Yes,339613,478449.6763869452
CS - 00174,Mayur,Shirke,male,Cybersecurity,Cybersecurity Analyst,Bachelor,Meets,Maharashtra,Mumbai,Bengaluru,24-11-2023,22-10-1992,,Yes,921381,1186326.8792369855
DA - 00175,Ritu,Khuntia,female,Data & Analytics,Data Scientist,Bachelor,Exceeds,Odisha,Sambalpur,Kolkata,18-04-2022,25-05-1978,,Yes,1665209,2224676.389841541
SM - 00176,Anil,Besra,male,Sales & Marketing,Pre-Sales Consultant,Bachelor,Meets,Jharkhand,Dhanbad,Bengaluru,16-04-2023,21-08-1985,,No,350612,485938.48676544824
DA - 00177,Sambit,Pujari,male,Data & Analytics,Analytics Consultant,Master,Meets,Odisha,Cuttack,New Delhi,31-08-2023,19-01-1966,07-05-2024,Yes,653624,1125489.5031664185
UX - 00178,Neha,Bhagat,female,UI/UX & Design,Visual Designer,Master,Meets,Gujarat,Surat,New Delhi,18-11-2021,03-05-1984,,No,776136,1262502.5375425564
DA - 00179,Savita,Bhagat,female,Data & Analytics,BI Engineer,Bachelor,Meets,Chhattisgarh,Raipur,Bengaluru,02-04-2021,15-02-1990,,Yes,1136712,1470943.0811385354
SD - 00180,Ankit,Upadhyay,male,Software Development,Tech Lead,Master,Exceeds,Gujarat,Ahmedabad,Bengaluru,24-05-2017,26-06-1972,,No,1502890,2485943.5293948255
CS - 00181,Debjit,Khemundi,male,Cybersecurity,Threat Intelligence Analyst,Bachelor,Meets,Odisha,Bhubaneswar,Hyderabad,06-06-2022,22-10-1996,,Yes,2634166,3338469.8217487815
SD - 00182,Darshan,Pathak,male,Software Development,React.js Developer,Master,Partial,Gujarat,Ahmedabad,Bengaluru,18-01-2018,08-07-1963,,No,1741905,2823088.6790050548
SD - 00183,Divya,Vasudevan,female,Software Development,Mobile App Developer,Bachelor,Exceeds,Tamilnadu,Madurai,Bhubaneswar,31-01-2023,25-05-1981,,No,2719833,3682198.0275987503
QA - 00184,Malsawmdawngliani,Chhunga,female,Quality Assurance & Testing,Automation Tester,Bachelor,Meets,Mizoram,Lunglei,Pune,25-08-2022,05-04-1969,01-07-2024,Yes,1076503,1528494.942459432
OP - 00185,Shahid,Reshi,male,Operations,Operations Analyst,Master,Partial,Jammu & Kashmir,Srinagar,Kolkata,07-02-2023,16-07-1985,,No,598578,952759.6416801163
DC - 00186,Swati,Vaidya,female,Delivery & Client Services,Client Services Manager,PhD,Partial,Maharashtra,Nagpur,Pune,03-12-2021,21-03-1978,,Yes,661233,1200681.0482618925
AI - 00187,Hrishikesh,Singh,male,AI & Machine Learning,Computer Vision Engineer,Master,Meets,Bihar,Patna,Bengaluru,15-06-2023,05-04-1997,,No,1251839,1861088.4705908948
DA - 00188,Shashi,Joshi,female,Data & Analytics,ETL Developer,Bachelor,Meets,Madhya Pradesh,Indore,Hyderabad,03-02-2021,27-05-1986,,No,1301862,1785949.6945407796
IT - 00189,Rina,Talukdar,female,IT Support,IT Helpdesk Specialist,Bachelor,Meets,Tripura,Agartala,Hyderabad,27-05-2022,28-07-1966,,No,511989,693751.8016576103
SD - 00190,Meera,Negi,female,Software Development,Software Engineer,Bachelor,Exceeds,Uttarakhand,Haridwar,Pune,22-06-2023,19-02-1978,,No,714519,939777.5887300797
PS - 00191,Usha,Kushwaha,female,Product & Strategy,Product Owner,Master,Exceeds,Uttar Pradesh,Prayagraj,Hyderabad,06-01-2024,13-12-1962,,No,2289558,3671533.6793153267
AI - 00192,Prem,Kharb,female,AI & Machine Learning,NLP Scientist,Bachelor,Star,Haryana,Gurugram,Bengaluru,21-04-2022,16-09-1991,13-05-2023,Yes,1436586,1910800.2803987877
UX - 00193,Harendra,Nagar,male,UI/UX & Design,Interaction Designer,Bachelor,Below,Chhattisgarh,Bhilai,Bengaluru,16-06-2023,30-06-1981,,No,917144,1214838.44684481
SD - 00194,Sangeetha,Siddappa,female,Software Development,Embedded Systems Engineer,Master,Star,Karnataka,Mysuru,Bengaluru,12-09-2024,04-03-1976,,Yes,2638456,4351326.659779455
SM - 00195,Sathish,Prasad,male,Sales & Marketing,Brand Strategist,PhD,Meets,Karnataka,Bengaluru,Hyderabad,06-03-2023,23-12-1993,,No,1775061,3183035.5271385456
OP - 00196,Ramesh,Kolli,male,Operations,Supply Chain Analyst,Master,Meets,Karnataka,Hubli,Bengaluru,03-01-2018,01-04-1994,,Yes,722501,1124789.168004372
FN - 00197,Pooja,Phadke,female,Finance,Investment Analyst,PhD,Star,Maharashtra,Nagpur,New Delhi,30-12-2017,03-06-1957,,No,2009248,3908222.895917456
SD - 00198,Lata,Barreto,female,Software Development,Full-Stack Developer,Master,Meets,Goa,Margao,Bengaluru,11-11-2024,29-12-1991,,No,1336324,2076507.3507035577
AI - 00199,Khongbantabam,Nongthombam,male,AI & Machine Learning,MLOps Engineer,Bachelor,Exceeds,Manipur,Thoubal,New Delhi,31-12-2015,06-01-1971,,No,3164318,4297865.385892576
SD - 00200,Kulwinder,Cheema,male,Software Development,Embedded Systems Engineer,Bachelor,Meets,Punjab,Ludhiana,Hyderabad,29-11-2019,01-08-1958,,Yes,684351,969833.0638869948
SD - 00201,Sourav,Pal,male,Software Development,Frontend Developer,Master,Below,West Bengal,Kharagpur,Bengaluru,29-08-2024,04-07-1981,,No,2824540,4528865.882998933
CD - 00202,Brahma,Kharshiing,male,Cloud & DevOps,DevOps Engineer,Bachelor,Meets,Meghalaya,Shillong,Bengaluru,03-02-2019,24-03-1988,11-02-2022,No,3073812,4205339.013943681
OP - 00203,Bijay,Mahapatra,male,Operations,Operations Analyst,Master,Exceeds,Odisha,Sambalpur,Bengaluru,07-04-2017,30-12-1974,,No,890396,1408282.4485930305
QA - 00204,Binny,Khamba,female,Quality Assurance & Testing,Security Tester,Bachelor,Star,Arunachal Pradesh,Pasighat,Hyderabad,10-02-2015,16-10-1960,,Yes,708261,1028130.1427538146
RD - 00205,Junaid,Raj,male,Research & Development (R&D),Innovation Engineer,Master,Meets,Telangana,Warangal,Bengaluru,03-05-2024,12-03-1983,,No,2369717,3608716.3066294463
SD - 00206,Pinal,Sanghvi,female,Software Development,Backend Developer,Bachelor,Exceeds,Gujarat,Surat,Hyderabad,03-02-2023,25-07-1980,,No,2023640,2825786.133133098
QA - 00207,Minal,Mankeshwar,female,Quality Assurance & Testing,Manual Tester,Bachelor,Star,Maharashtra,Pune,Bengaluru,02-12-2024,22-10-1981,,Yes,1291704,1706394.0859432123
PS - 00208,Manoj,Katiyar,male,Product & Strategy,Product Owner,Master,Star,Uttar Pradesh,Lucknow,Hyderabad,27-04-2023,11-05-1979,,No,781068,1202851.8545757406
RD - 00209,Dhananjay,Natu,male,Research & Development (R&D),Research Scientist,Bachelor,Meets,Maharashtra,Nashik,Kolkata,26-09-2022,05-03-1981,,No,920286,1291411.957167518
PS - 00210,Viral,Sanghvi,male,Product & Strategy,Innovation Strategist,PhD,Partial,Gujarat,Ahmedabad,Hyderabad,16-11-2019,06-01-1977,,Yes,3052885,5672788.03884711
DC - 00211,Nargis,Sofi,female,Delivery & Client Services,Service Delivery Lead,Bachelor,Star,Jammu & Kashmir,Baramulla,Bengaluru,29-05-2021,10-05-1981,,No,811953,1143469.8742243608
CSRV - 00212,Rani,Bhati,female,Customer Service,CRM Specialist,Master,Meets,Rajasthan,Bikaner,Kolkata,03-11-2021,24-07-1993,,No,592073,925506.7006590302
SD - 00213,Prashant,Kashyap,male,Software Development,Mobile App Developer,Master,Exceeds,Bihar,Patna,Pune,01-10-2023,08-01-1995,,No,1235126,1861352.3094695737
UX - 00214,Shailesh,Gajjar,male,UI/UX & Design,UX Designer,Bachelor,Exceeds,Gujarat,Vadodara,Bengaluru,06-08-2021,18-10-1958,,Yes,892449,1318178.8046967753
SD - 00215,Harendra,Verma,male,Software Development,Software Engineer,Bachelor,Partial,Uttar Pradesh,Noida,Pune,07-11-2022,01-09-1991,,No,437320,575840.4534764654
QA - 00216,Chandana,Parida,female,Quality Assurance & Testing,QA Engineer,Master,Meets,Odisha,Cuttack,Pune,31-12-2024,29-07-1975,,No,878479,1379694.5500258107
PS - 00217,Pavneet,Brar,female,Product & Strategy,Business Analyst,Bachelor,Star,Punjab,Mohali,Bengaluru,18-06-2024,10-05-1980,,No,1910475,2702831.1029472607
AI - 00218,Rahul,Syed,male,AI & Machine Learning,MLOps Engineer,Master,Exceeds,Telangana,Nalgonda,New Delhi,29-04-2022,22-07-1998,,Yes,706767,1077924.4766207924
FN - 00219,Sandeep,Thakur,male,Finance,Internal Auditor,Bachelor,Meets,Sikkim,Geyzing,Bengaluru,11-04-2024,18-11-1976,,No,1853645,2546245.869564053
AI - 00220,Shantanu,Khandekar,male,AI & Machine Learning,Prompt Engineer,Master,Meets,Maharashtra,Nagpur,Bengaluru,31-03-2022,03-11-1972,,Yes,1888008,3033690.5361579605
AI - 00221,Sanjay,Barah,male,AI & Machine Learning,GenAI Engineer,Bachelor,Meets,Madhya Pradesh,Indore,Bengaluru,19-10-2023,29-08-1966,,Yes,3455053,4810568.261299255
DC - 00222,Aishwarya,Joshi,female,Delivery & Client Services,Delivery Manager,Bachelor,Meets,Maharashtra,Mumbai,Kolkata,05-08-2024,11-08-1989,,Yes,643326,827836.5586766767
QA - 00223,Sweety,Bhagat,female,Quality Assurance & Testing,Manual Tester,Diploma,Exceeds,Jharkhand,Dhanbad,Hyderabad,13-07-2021,01-07-1979,,No,379521,467861.2748602065
SD - 00224,Debashish,Bora,male,Software Development,Software Engineer,Bachelor,Exceeds,Assam,Guwahati,Hyderabad,05-05-2023,10-10-1999,,No,1650750,2173885.5549821258
CD - 00225,Kusum,Sanjay,female,Cloud & DevOps,DevOps Engineer,Bachelor,Meets,Chhattisgarh,Raipur,Chennai,25-06-2024,08-01-1993,,No,1385796,1847511.4708020808
SD - 00226,Aniruddha,Chitale,male,Software Development,Mobile App Developer,Bachelor,Meets,Maharashtra,Nagpur,Hyderabad,20-09-2022,04-11-2002,,Yes,885657,1129040.6359873556
CD - 00227,Ritu,Hota,female,Cloud & DevOps,Cloud Architect,Master,Meets,Odisha,Rourkela,Bengaluru,17-11-2022,05-12-1988,,No,2645742,4162417.9284290927
PS - 00228,Anitha,Kuriakose,female,Product & Strategy,Strategy Consultant,Master,Meets,Kerala,Kochi,Bhubaneswar,12-04-2023,02-03-1974,,No,3386536,5676004.19250939
SD - 00229,Pavneet,Bains,female,Software Development,Software Engineer,Bachelor,Partial,Punjab,Amritsar,Bengaluru,31-03-2022,24-02-1998,,No,1369556,1772749.8351345952
CD - 00230,Ashutosh,Shandilya,male,Cloud & DevOps,Cloud Engineer,Bachelor,Partial,Jharkhand,Jamshedpur,Kolkata,26-06-2023,04-12-1972,01-01-2024,No,3282312,4613520.553173076
OP - 00231,Ritu,Behera,female,Operations,Logistics Coordinator,Diploma,Meets,Odisha,Sambalpur,Bhubaneswar,13-02-2020,27-05-1978,,No,1184452,1436433.678181377
SD - 00232,Mahesh,Pereira,male,Software Development,Mobile App Developer,Bachelor,Exceeds,Goa,Panaji,Kolkata,26-08-2024,20-03-1982,,No,520864,725156.1425604812
CD - 00233,Selvam,Krishnan,male,Cloud & DevOps,Kubernetes Administrator,Master,Meets,Tamilnadu,Coimbatore,Bengaluru,11-11-2016,25-09-1991,,No,1439460,2278316.182228739
CS - 00234,Mahesh,Soni,male,Cybersecurity,Application Security Engineer,Bachelor,Meets,Madhya Pradesh,Indore,Hyderabad,12-08-2023,05-07-1978,,No,3070747,4050177.2868670584
CS - 00235,Santosh,Chatterjee,male,Cybersecurity,SOC Analyst,Bachelor,Partial,Telangana,Khammam,Bhubaneswar,11-08-2016,17-01-1987,,No,2191466,2992928.5543030947
PS - 00236,Pavani,Chowdary,female,Product & Strategy,Business Analyst,Master,Meets,Andhra Pradesh,Vijayawada,Bengaluru,24-08-2017,14-07-1981,01-09-2022,No,3034212,4981759.499981015
QA - 00237,Charanjit,Singh,male,Quality Assurance & Testing,Performance Tester,Master,Below,Punjab,Mohali,Chennai,27-01-2020,18-06-1988,,No,1728179,2663533.9619493675
SM - 00238,Jyoti,Khemundi,female,Sales & Marketing,Pre-Sales Consultant,Master,Meets,Odisha,Bhubaneswar,Bengaluru,18-05-2022,29-01-1986,,Yes,2016354,3066632.867537433
SD - 00239,Sunil,Bhargava,male,Software Development,Software Programmer,Bachelor,Meets,Madhya Pradesh,Gwalior,Kolkata,11-12-2023,30-01-2000,,No,916818,1197665.675628224
AD - 00240,Sonal,Yadav,female,Administration,Admin Executive,Diploma,Meets,Bihar,Patna,Bengaluru,16-10-2021,19-12-1963,,No,358584,440243.1347482876
CS - 00241,Suresh,Korgaonkar,male,Cybersecurity,SOC Analyst,Bachelor,Meets,Goa,Margao,Kolkata,15-05-2024,20-07-1977,,No,1753732,2476834.591701522
IT - 00242,Pankaj,Khanna,male,IT Support,IT Helpdesk Specialist,Diploma,Exceeds,Delhi,New Delhi,Hyderabad,22-05-2022,23-03-1987,,No,778370,913098.701546867
SD - 00243,Satyendra,Hansda,male,Software Development,Frontend Developer,Master,Meets,Jharkhand,Ranchi,New Delhi,14-12-2024,29-05-1971,,No,2592488,4063202.1244460326
DB - 00244,Sukhpreet,Mann,female,Databases,Database Engineer,Bachelor,Below,Punjab,Amritsar,Hyderabad,27-03-2023,25-04-2001,,No,2298318,2903931.339448705
DC - 00245,Ishwar,Bishnoi,male,Delivery & Client Services,Engagement Manager,PhD,Meets,Rajasthan,Jodhpur,Bengaluru,10-12-2022,13-07-1977,,No,1711365,3254934.0529979803
SD - 00246,Prem,Malik,female,Software Development,Software Programmer,Bachelor,Partial,Haryana,Panchkula,Hyderabad,23-12-2024,24-09-1980,,No,1211588,1619487.4768671577
SD - 00247,Gauri,Naik,female,Software Development,Full-Stack Developer,Bachelor,Meets,Maharashtra,Mumbai,Hyderabad,09-09-2021,01-05-1987,,No,1049302,1358680.9107113613
SD - 00248,Gurumayum,Thingujam,male,Software Development,Software Programmer,Bachelor,Meets,Manipur,Churachandpur,Hyderabad,03-06-2022,08-09-1972,,No,2518712,3386885.4224193073
SD - 00249,Aman,Naik,male,Software Development,Backend Developer,Bachelor,Meets,Telangana,Warangal,Bengaluru,07-05-2020,16-09-1955,,No,436925,604965.4615548817
FN - 00250,Sunita,Dahiya,female,Finance,FinOps Specialist,Bachelor,Below,Haryana,Gurugram,Bengaluru,13-06-2023,09-07-1966,,No,1922688,2719500.2108537443
SD - 00251,Suresh,Panicker,male,Software Development,Software Programmer,Bachelor,Meets,Kerala,Thiruvananthapuram,Hyderabad,06-02-2016,01-09-1952,,Yes,1294121,1969993.1730645346
SD - 00252,Swagatika,Seth,female,Software Development,Embedded Systems Engineer,Master,Meets,Odisha,Bhubaneswar,Bhubaneswar,22-12-2024,11-12-1992,,Yes,1456578,2242553.8173349616
FN - 00253,Suresh,Joshi,male,Finance,Internal Auditor,Master,Meets,Gujarat,Gandhinagar,Bhubaneswar,13-01-2021,21-01-1968,,Yes,540911,904111.5177561947
AI - 00254,Bina,Kanabar,female,AI & Machine Learning,MLOps Engineer,Bachelor,Meets,Gujarat,Ahmedabad,Pune,13-07-2024,06-08-1979,,Yes,2239941,3132251.638555078
OP - 00255,Pravin,Majhi,male,Operations,Operations Analyst,Master,Below,Odisha,Rourkela,Bhubaneswar,05-09-2015,20-10-1990,,No,478523,729367.9137529547
SD - 00256,Velmurugan,Vasudevan,male,Software Development,Software Programmer,Bachelor,Exceeds,Tamilnadu,Madurai,Hyderabad,07-05-2018,28-10-1983,15-09-2022,No,706790,937910.4872494497
SD - 00257,Seema,Acharya,female,Software Development,Angular Developer,Master,Meets,Odisha,Bhubaneswar,Bhubaneswar,04-04-2022,11-04-1996,,No,1682095,2586235.865109303
DA - 00258,Sudeshna,Karmakar,female,Data & Analytics,Data Engineer,Master,Exceeds,West Bengal,Kharagpur,Hyderabad,23-04-2019,27-05-1968,,No,1790675,3043629.239957565
SM - 00259,Savita,Thakur,female,Sales & Marketing,Content Writer,Bachelor,Exceeds,Bihar,Patna,Bhubaneswar,28-05-2022,09-04-1969,,No,616250,896211.7198121476
PS - 00260,Lokesh,Anand,male,Product & Strategy,Strategy Consultant,Master,Partial,Delhi,New Delhi,Hyderabad,29-09-2022,25-11-1959,,No,2972964,5099963.014927148
CS - 00261,Meena,Rawat,female,Cybersecurity,Security Engineer,Master,Meets,Chhattisgarh,Raipur,Kolkata,22-10-2022,15-03-1989,,No,2873189,4503059.652447084
HR - 00262,Vishal,Sane,male,HR & People Ops,HR Manager,PhD,Exceeds,Maharashtra,Pune,Bengaluru,02-04-2019,13-06-1976,,No,397386,700614.1915489315
IT - 00263,Sandeep,Chowdary,male,IT Support,Network Engineer,Master,Partial,Telangana,Hyderabad,Hyderabad,19-09-2019,12-07-1984,,No,331618,522004.17188416753
CS - 00264,Dolma,Kukak,female,Cybersecurity,Penetration Tester,Bachelor,Meets,Arunachal Pradesh,Tawang,Hyderabad,01-10-2021,06-08-1984,,No,1677800,2213376.0462961867
QA - 00265,Pratibha,Ranade,female,Quality Assurance & Testing,Security Tester,Bachelor,Meets,Maharashtra,Nashik,Kolkata,16-02-2020,19-04-1968,,No,397072,544041.8865829861
SD - 00266,Anita,Chokshi,female,Software Development,React.js Developer,Bachelor,Star,Gujarat,Gandhinagar,Hyderabad,17-03-2019,21-10-1954,24-12-2019,No,1588894,2426461.4380396726
DC - 00267,Shaila,Souza,female,Delivery & Client Services,Delivery Manager,Master,Meets,Goa,Margao,Bengaluru,20-03-2023,24-03-1984,,No,688748,1061486.4490662997
SD - 00268,Kavya,Kalyan,female,Software Development,Angular Developer,Master,Partial,Andhra Pradesh,Amaravati,Bengaluru,16-03-2022,29-01-1968,,No,892899,1405845.473072925
DC - 00269,Manoj,Yadav,male,Delivery & Client Services,Engagement Manager,PhD,Meets,Bihar,Patna,New Delhi,23-01-2021,26-08-1983,,No,809854,1447228.7036480124
FN - 00270,Rekha,Maru,female,Finance,Accountant,Master,Meets,Gujarat,Gandhinagar,Bengaluru,26-12-2015,17-02-1991,07-11-2024,No,1674987,2569634.4924194873
UX - 00271,Uzma,Kaul,female,UI/UX & Design,UI Designer,Master,Meets,Jammu & Kashmir,Baramulla,Chennai,13-11-2022,26-09-1971,,Yes,1522504,2482821.639926069
QA - 00272,Subhashree,Barik,female,Quality Assurance & Testing,Performance Tester,Master,Meets,Odisha,Rourkela,Pune,04-11-2023,31-12-1971,,Yes,1190037,1981476.3889927084
SD - 00273,Shantanu,Chitale,male,Software Development,Software Architect,Master,Partial,Maharashtra,Mumbai,Pune,30-08-2023,09-02-1987,,Yes,558357,884150.6251166709
